"output_yield","planted_area","harvested_area","production_ton","yield_ha_area","sale_price","fertilizer_use","cost","Temp","RainDay","Rainfall"
295,556391,499309,164135,329,4640.87,24.54,1547.63,19,14,3
266,1628820,1341473,433266,323,4640.87,25.73,1547.63,25,5,0
357,323448,286052,115471,404,4640.87,20.44,1547.63,29,2,1
291,432585,421948,125882,298,4640.87,17.91,1547.63,9,0,4
275,683808,442541,188047,425,4640.87,18.44,1547.63,7,12,4
268,2809577,2666919,752967,282,4640.87,26.56,1547.63,30,9,10
411,345685,337809,142077,421,4640.87,38.98,1902.86,6,3,8
320,863926,730841,276456,378,4640.87,32.58,1902.86,25,10,3
648,359602,357908,233022,651,4640.87,47.44,1902.86,6,17,0
544,887497,887497,482798,544,4640.87,46.14,1902.86,2,5,3
569,1020434,842959,580627,689,4640.87,43.12,1902.86,2,0,7
536,338562,331747,181469,547,4640.87,43.91,1902.86,23,8,1
512,824169,821557,421975,514,4640.87,39.86,1902.86,16,12,10
729,110038,110038,80218,729,4640.87,60.27,1902.86,18,6,2
602,110626,110626,66597,602,4640.87,49.08,1902.86,19,9,6
699,319581,319183,223387,700,4640.87,62.05,1902.86,12,15,10
398,451986,444746,179890,404,4640.87,38.99,1902.86,7,11,6
299,645183,618670,192910,312,4640.87,30.48,1902.86,22,13,6
468,787637,779496,368614,473,4640.87,39.32,1902.86,9,6,8
269,784910,784910,211141,269,4640.87,21.13,1902.86,11,7,8
303,49896,48124,15118,314,4640.87,19.16,1902.86,19,9,8
318,46450,39453,14771,374,4640.87,28.83,1902.86,17,2,5
326,30973,30057,10097,336,4640.87,24.05,1902.86,21,12,6
309,120699,117791,37296,317,4640.87,13.29,1902.86,15,13,7
617,41845,41123,25818,628,4640.87,31.02,1902.86,8,10,2
574,26767,26629,15364,577,4640.87,48.27,1902.86,11,5,1
680,363036,359232,246864,687,4640.87,46.06,1902.86,19,10,8
309,400075,284800,123623,434,4640.87,29.22,1902.86,30,5,0
575,316106,316106,181761,575,4640.87,41.21,1902.86,21,5,6
566,3069,2895,1737,600,4640.87,40.08,1902.86,23,0,6
510,338609,333922,172691,517,4640.87,44.06,1902.86,23,15,8
350,56727,56727,19854,350,4640.87,22.28,1902.86,17,15,6
254,94003,94003,23877,254,4640.87,22.99,1850.75,11,2,4
260,19528,19528,5077,260,4640.87,9.32,1850.75,22,13,6
268,202016,201741,54140,268,4640.87,17.32,1850.75,23,14,5
320,17009,17009,5443,320,4640.87,24.99,1850.75,21,11,5
320,2125,2125,680,320,4640.87,29.18,1850.75,1,14,0
305,49162,49162,14994,305,4640.87,24.41,1850.75,13,1,10
342,89002,89002,30439,342,4640.87,27.81,1850.75,19,16,7
326,712491,634117,232272,366,4640.87,36.29,1850.75,23,6,7
324,415343,415343,134571,324,4640.87,35.79,1850.75,20,8,9
333,373250,373250,124292,333,4640.87,38.87,1850.75,16,16,0
329,96984,96984,31908,329,4640.87,30.45,1850.75,16,13,2
299,200501,172317,59950,348,4640.87,20.78,1850.75,30,1,7
308,66109,57515,20362,354,4640.87,19.55,1850.75,14,1,7
273,115430,106195,31512,297,4640.87,24.36,1850.75,8,2,1
419,235951,203527,98863,486,4507.75,16.75,1849.59,12,2,8
443,191688,174636,84918,486,4507.75,17.14,1849.59,25,16,7
523,39898,39829,20867,524,4507.75,23.6,1849.59,14,7,2
563,17471,17420,9836,565,4507.75,29.53,1849.59,21,14,10
495,205565,205382,101755,495,4507.75,14.33,1849.59,14,9,10
347,92244,91160,32009,351,4507.75,9.59,1849.59,4,10,5
445,201917,201892,89853,445,4507.75,17.4,1849.59,28,6,2
484,1090720,1081022,527908,488,4507.75,36.78,1849.59,9,17,9
370,804661,772621,297725,385,4507.75,21.98,1849.59,2,15,1
545,10263,10263,5593,545,4507.75,17.53,1849.59,6,12,0
370,6167,5963,2282,383,4507.75,18.74,1849.59,7,0,6
447,354028,330706,158251,479,4507.75,32.03,1849.59,23,6,9
486,1134666,1040240,551448,530,4507.75,29.73,1849.59,24,5,9
392,1414506,1407296,554486,394,4507.75,33.08,1849.59,21,1,3
438,2289337,2237573,1002730,448,4507.75,35.71,1849.59,23,1,7
487,517414,507879,251981,496,4507.75,35.32,1849.59,30,13,2
499,1040548,1036427,519233,501,4507.75,16.63,1849.59,28,12,1
360,17568,17216,6324,367,4764.37,12.5,1562.64,30,2,3
329,141747,124459,46635,375,4764.37,15.04,1562.64,16,13,1
272,373727,314480,101654,323,4764.37,13.85,1562.64,17,13,0
288,160167,105124,46128,439,4764.37,8.86,1562.64,19,10,7
280,416739,393203,116687,297,4764.37,18.82,1562.64,5,9,2
238,388708,331792,92513,279,4764.37,17.22,1562.64,25,3,10
314,62830,58439,19729,338,4764.37,18.31,1562.64,4,6,6
274,478111,468832,131002,279,4764.37,20.6,1562.64,23,16,9
305,597395,585304,182205,311,4764.37,22.86,1562.64,30,6,9
278,1798737,1779389,500049,281,4764.37,19.07,1562.64,15,1,7
318,2016012,1974829,641092,325,4764.37,34.18,1562.64,3,1,9
309,2676780,2537310,827125,326,4764.37,39.91,1562.64,10,13,10
298,2489463,2379683,741860,312,4764.37,32.55,1562.64,11,15,0
329,522585,505982,171930,340,4764.37,25.64,1562.64,27,5,4
328,1617292,1550674,530472,342,4764.37,30.83,1562.64,11,16,8
260,315203,244609,81953,335,4764.37,23.22,1562.64,23,4,7
347,426007,388519,147824,380,4764.37,21.54,1562.64,1,3,9
284,626893,531807,178038,335,4764.37,19.49,1562.64,22,11,5
219,2602635,2245520,569977,254,4764.37,19.41,1562.64,20,11,10
424,397104,395280,168372,426,4764.37,42.61,1910.94,26,11,2
339,846500,795953,286964,361,4764.37,34.6,1910.94,26,14,2
665,364003,363660,242062,666,4764.37,51.19,1910.94,26,1,7
632,889800,889800,562354,632,4764.37,52.02,1910.94,17,4,7
626,1115121,1114133,698066,627,4764.37,49.42,1910.94,21,1,3
648,356314,356314,230891,648,4764.37,50.05,1910.94,2,16,6
550,876242,872628,481933,552,4764.37,43.49,1910.94,18,12,5
854,97325,97325,83116,854,4764.37,57.78,1910.94,27,17,3
722,114730,114730,82835,722,4764.37,48.14,1910.94,3,15,3
729,313698,313698,228686,729,4764.37,66.87,1910.94,5,15,9
428,457478,455963,195801,429,4764.37,46.78,1910.94,25,7,9
340,688442,649081,234070,361,4764.37,30.41,1910.94,10,1,4
517,791139,745479,409019,549,4764.37,46.6,1910.94,27,1,3
273,782784,685488,213700,312,4764.37,21,1910.94,27,3,5
329,48906,48297,16090,333,4764.37,29.67,1910.94,6,9,7
349,44906,43858,15672,357,4764.37,35.88,1910.94,21,6,7
382,21128,20274,8071,398,4764.37,40.18,1910.94,29,1,7
314,130590,129674,41005,316,4764.37,15.16,1910.94,3,13,5
690,38275,38275,26410,690,4764.37,28.35,1910.94,19,16,0
638,18895,18895,12055,638,4764.37,52.82,1910.94,29,7,1
689,333380,329963,229699,696,4764.37,43.22,1910.94,6,12,4
370,363480,362246,134488,371,4764.37,34.89,1910.94,9,9,3
585,310164,302430,181446,600,4764.37,40.39,1910.94,14,12,7
583,2591,2548,1511,593,4764.37,45.16,1910.94,8,17,8
458,334405,330711,153157,463,4764.37,42.06,1910.94,8,14,0
392,56751,56578,22246,393,4764.37,28.93,1910.94,17,9,10
288,59676,59653,17187,288,4764.37,23.08,1868.64,0,9,3
295,6490,6490,1915,295,4764.37,14.48,1868.64,19,12,9
376,88001,88001,33088,376,4764.37,18.34,1868.64,27,15,2
245,11454,11438,2806,245,4764.37,22.35,1868.64,10,17,4
334,1848,1848,617,334,4764.37,29.22,1868.64,29,14,2
293,36273,36191,10628,294,4764.37,20.43,1868.64,28,1,3
268,71430,71022,19143,270,4764.37,22.66,1868.64,25,13,5
355,691916,649342,245630,378,4764.37,37.56,1868.64,23,8,9
310,407735,403679,126398,313,4764.37,30.01,1868.64,11,14,7
365,379135,375734,138384,368,4764.37,32.26,1868.64,8,4,5
309,88995,88180,27499,312,4764.37,30.29,1868.64,28,12,4
345,196114,162872,67659,415,4764.37,23.12,1868.64,16,14,7
342,66227,61575,22650,368,4764.37,22.63,1868.64,0,8,9
353,108852,105809,38425,363,4764.37,20.74,1868.64,22,9,4
512,280738,265395,143724,542,4869,17.42,1818.77,10,2,0
461,171965,109853,79339,722,4869,20.2,1818.77,22,6,6
504,33536,29190,16897,579,4869,24.25,1818.77,15,15,3
424,19875,19875,8426,424,4869,22.67,1818.77,22,9,10
535,181992,176184,97407,553,4869,20.03,1818.77,5,7,2
446,88841,79612,39640,498,4869,11.41,1818.77,19,2,8
462,190168,185763,87929,473,4869,17.73,1818.77,1,9,2
469,1078990,980283,506541,517,4869,29.97,1818.77,23,16,10
464,768131,556228,356720,641,4869,22.24,1818.77,8,15,5
559,11223,11223,6279,559,4869,14.77,1818.77,13,15,8
291,4358,4358,1270,291,4869,16.52,1818.77,20,3,5
608,347828,343170,211504,616,4869,38.2,1818.77,22,0,4
472,1125289,847343,531692,627,4869,26.87,1818.77,30,2,0
496,1397525,896770,692843,773,4869,30.9,1818.77,4,10,7
465,2257798,2024951,1050806,519,4869,34.56,1818.77,22,17,9
487,502396,452095,244495,541,4869,39.22,1818.77,10,13,2
537,1005892,935480,540413,578,4869,14.12,1818.77,29,5,1
444,9810,7492,4358,582,5008.08,13.6,1642.24,23,3,7
313,170442,110474,53287,482,5008.08,14.91,1642.24,28,7,8
278,379868,343256,105693,308,5008.08,15.63,1642.24,16,10,3
310,148206,111155,45885,413,5008.08,11.65,1642.24,13,13,2
290,494767,468074,143669,307,5008.08,21.43,1642.24,27,3,6
295,372887,302566,110164,364,5008.08,14.56,1642.24,27,14,1
371,73386,70271,27250,388,5008.08,18.92,1642.24,15,10,7
272,467203,443914,127157,286,5008.08,19.37,1642.24,24,16,4
283,570086,563451,161502,287,5008.08,23.16,1642.24,4,17,5
275,1701258,1655471,468186,283,5008.08,17,1642.24,3,17,4
314,1974041,1911846,619152,324,5008.08,29.4,1642.24,24,15,2
315,2639294,2583507,830477,321,5008.08,31.77,1642.24,9,16,5
313,2447664,2316751,765226,330,5008.08,34.44,1642.24,2,8,0
269,507616,399601,136615,342,5008.08,27.8,1642.24,7,12,9
298,1553537,1158830,463685,400,5008.08,27.55,1642.24,16,3,7
348,250375,250375,87142,348,5008.08,22.77,1642.24,2,4,1
314,458461,333414,143795,431,5008.08,20.72,1642.24,16,9,4
267,556536,495044,148655,300,5008.08,17.86,1642.24,24,16,1
292,2552935,2393091,746478,312,5008.08,27.41,1642.24,3,1,0
493,375876,352416,185206,526,5008.08,47.91,1981.95,5,11,7
455,846041,552778,385197,697,5008.08,32.62,1981.95,19,3,1
660,377744,323688,249187,770,5008.08,59.24,1981.95,19,6,7
689,905314,904114,623772,690,5008.08,46.94,1981.95,16,6,6
703,1042668,1027711,733179,713,5008.08,56.24,1981.95,8,5,4
636,353469,307022,224948,733,5008.08,58.25,1981.95,1,1,4
552,820880,700464,453473,647,5008.08,43.42,1981.95,9,16,4
766,95090,92048,72830,791,5008.08,54.97,1981.95,11,11,3
725,117337,115123,85121,739,5008.08,43.18,1981.95,25,15,8
762,301880,285228,229990,806,5008.08,60,1981.95,27,4,7
456,452323,444482,206398,464,5008.08,36.4,1981.95,3,9,5
352,737660,681743,259726,381,5008.08,27.86,1981.95,8,14,2
599,857196,844065,513430,608,5008.08,59.51,1981.95,15,12,8
253,747185,739713,188994,255,5008.08,18.02,1981.95,11,15,4
333,52146,47816,17358,363,5008.08,24.78,1981.95,18,8,7
335,44366,41074,14858,362,5008.08,31.16,1981.95,0,0,10
377,26408,26408,9966,377,5008.08,36.58,1981.95,8,8,9
307,125182,122182,38376,314,5008.08,18.02,1981.95,28,0,0
741,37847,37847,28030,741,5008.08,37.78,1981.95,13,9,1
650,15742,15742,10225,650,5008.08,58.32,1981.95,8,2,5
652,352998,319145,230005,721,5008.08,49.64,1981.95,30,5,6
382,332736,297922,127254,427,5008.08,39.79,1981.95,13,1,9
551,309837,306203,170848,558,5008.08,51.86,1981.95,8,7,8
586,2718,2718,1593,586,5008.08,26.49,1981.95,10,8,7
486,331848,309787,161161,520,5008.08,41.09,1981.95,1,0,2
392,55708,51127,21813,427,5008.08,34,1981.95,30,0,4
428,58293,58153,24948,429,5008.08,25.61,1956.12,10,4,8
291,5907,5907,1721,291,5008.08,10.16,1956.12,0,0,8
422,79291,72861,33453,459,5008.08,16.57,1956.12,14,17,2
337,9888,9788,3332,340,5008.08,27.2,1956.12,19,16,8
315,1693,1693,533,315,5008.08,30.12,1956.12,22,4,3
329,26934,26391,8857,336,5008.08,24.42,1956.12,10,0,7
382,62885,62403,24051,385,5008.08,27.74,1956.12,28,16,9
357,663991,640551,237147,370,5008.08,34.03,1956.12,0,17,0
379,393974,392562,149478,381,5008.08,31.34,1956.12,26,0,6
430,368276,365803,158358,433,5008.08,40.06,1956.12,2,1,5
374,74454,74454,27872,374,5008.08,33.5,1956.12,16,6,0
337,194899,193687,65665,339,5008.08,26.38,1956.12,12,4,6
378,62380,62115,23604,380,5008.08,25.25,1956.12,29,16,1
348,105678,105245,36781,349,5008.08,20.17,1956.12,16,0,4
616,233606,220672,143940,652,5062.33,18.36,1928.86,28,11,2
553,187386,177191,103706,585,5062.33,21.69,1928.86,3,11,0
501,33125,32713,16590,507,5062.33,21.77,1928.86,0,8,7
451,18739,17188,8456,492,5062.33,26.23,1928.86,19,13,1
564,187361,174069,105588,607,5062.33,14.48,1928.86,9,1,1
497,93563,90658,46479,513,5062.33,9.46,1928.86,28,8,5
460,190724,162268,87800,541,5062.33,19.2,1928.86,14,11,0
538,1090086,1025975,586749,572,5062.33,33.21,1928.86,18,9,5
517,760850,706880,393368,556,5062.33,25.58,1928.86,30,5,7
554,11064,11064,6134,554,5062.33,18.65,1928.86,15,3,2
301,4270,4270,1287,301,5062.33,15.83,1928.86,29,13,8
663,330066,319246,218736,685,5062.33,33.32,1928.86,0,1,8
507,1117312,827235,566359,685,5062.33,27.03,1928.86,14,14,3
517,1394660,1299140,721055,555,5062.33,31.82,1928.86,10,12,5
504,2262350,2196267,1139905,519,5062.33,32.76,1928.86,0,13,1
493,502243,487012,247470,508,5062.33,36.91,1928.86,9,2,2
539,1006928,988568,543007,549,5062.33,17.52,1928.86,20,17,1
411,9697,9631,3983,414,5208.22,13.6,1744.27,17,14,2
333,171450,161250,57071,354,5208.22,16.29,1744.27,6,6,6
311,375850,370041,116743,315,5208.22,15.54,1744.27,21,15,9
342,135592,134188,46369,346,5208.22,11.93,1744.27,26,11,1
294,464207,455746,136673,300,5208.22,19.97,1744.27,10,3,4
321,334953,293073,107429,367,5208.22,15.11,1744.27,3,9,7
384,73277,70305,28173,401,5208.22,20.6,1744.27,30,7,6
282,474782,448218,134022,299,5208.22,17.9,1744.27,5,1,9
313,571441,548491,178652,326,5208.22,22.66,1744.27,10,9,4
277,1683785,1646181,466785,284,5208.22,20.52,1744.27,11,0,5
362,2052345,2037338,743384,365,5208.22,30.96,1744.27,19,13,1
369,2742834,2636110,1012912,384,5208.22,31.61,1744.27,5,8,6
323,2461993,2346598,794616,339,5208.22,31.32,1744.27,7,1,5
286,503992,432898,144308,333,5208.22,27.18,1744.27,21,8,9
302,1554266,1401960,468620,334,5208.22,27.79,1744.27,7,17,9
348,265475,237003,92397,390,5208.22,24.09,1744.27,29,17,1
328,459319,373183,150570,403,5208.22,22.87,1744.27,24,5,4
285,674314,547394,192394,351,5208.22,22.74,1744.27,30,8,6
306,2496971,2408328,762957,317,5208.22,24.17,1744.27,18,16,2
543,378881,367877,205853,560,5208.22,46.78,2121.74,23,2,1
530,880396,870439,466755,536,5208.22,32.48,2121.74,16,15,4
711,381161,377204,271108,719,5208.22,60.69,2121.74,4,9,6
692,899591,890595,622559,699,5208.22,54.03,2121.74,9,2,6
709,1063905,1060888,754571,711,5208.22,56.61,2121.74,17,4,10
648,350485,349568,226949,649,5208.22,52.74,2121.74,27,1,9
577,821145,820536,473560,577,5208.22,41.02,2121.74,17,2,7
786,92208,92208,72489,786,5208.22,53.21,2121.74,5,6,9
750,114272,113129,85672,757,5208.22,42.32,2121.74,10,15,6
801,302380,302063,242302,802,5208.22,65.03,2121.74,11,16,9
483,473538,472356,228535,484,5208.22,40.46,2121.74,20,0,1
368,740525,702599,272722,388,5208.22,29.45,2121.74,0,7,2
609,860154,853789,523905,614,5208.22,49.59,2121.74,24,12,6
310,746007,738718,230964,313,5208.22,21.84,2121.74,3,3,10
361,50593,49943,18274,366,5208.22,23.99,2121.74,30,7,6
379,45128,44805,17122,382,5208.22,31.11,2121.74,0,17,5
385,27122,27055,10455,386,5208.22,26.47,2121.74,23,1,10
347,128736,123199,44675,363,5208.22,16.37,2121.74,2,11,1
766,37732,37732,28899,766,5208.22,37.58,2121.74,4,12,1
685,16297,16297,11163,685,5208.22,52.16,2121.74,14,12,5
700,349795,337552,244906,726,5208.22,48.72,2121.74,1,12,10
490,326058,313016,159669,510,5208.22,43.82,2121.74,21,0,0
595,310354,304892,184635,606,5208.22,44.1,2121.74,17,3,10
594,2928,2879,1739,604,5208.22,45.08,2121.74,19,1,6
502,330347,327670,165780,506,5208.22,42.18,2121.74,27,8,0
423,55744,53592,23575,440,5208.22,31.66,2121.74,6,17,0
432,54196,53147,23414,441,5208.22,23.86,2071.59,25,1,7
343,4494,4445,1541,347,5208.22,10.46,2071.59,24,14,5
446,66719,60162,29769,495,5208.22,17.79,2071.59,15,10,9
363,9628,9356,3497,374,5208.22,25.76,2071.59,24,9,3
325,1088,924,354,383,5208.22,26.65,2071.59,28,9,7
357,27303,26519,9751,368,5208.22,22.7,2071.59,28,17,5
401,56910,56586,22801,403,5208.22,27.57,2071.59,2,17,8
390,643086,593962,250501,422,5208.22,36.32,2071.59,15,11,10
430,399265,396457,171684,433,5208.22,33.82,2071.59,13,10,3
457,372063,368599,170150,462,5208.22,37.65,2071.59,26,0,4
385,75772,75078,29209,389,5208.22,30.18,2071.59,2,3,10
338,192908,188876,65189,345,5208.22,24.1,2071.59,25,6,5
350,61885,61848,21664,350,5208.22,23.45,2071.59,5,1,1
403,104604,103513,42122,407,5208.22,20.64,2071.59,28,1,10
541,284183,283018,153839,544,6121.33,17.71,1974.4,9,1,8
514,189131,187029,97209,520,6121.33,21.21,1974.4,21,17,6
517,36829,36371,19041,524,6121.33,22.69,1974.4,29,16,0
605,20732,20548,12544,610,6121.33,24.92,1974.4,4,6,3
573,192522,192217,110249,574,6121.33,16.36,1974.4,8,4,0
425,92889,92590,39472,426,6121.33,11.34,1974.4,27,4,0
439,189025,159369,82930,520,6121.33,19.32,1974.4,5,15,2
482,1101242,1055757,530950,503,6121.33,35.43,1974.4,30,1,2
466,760013,651123,354488,544,6121.33,26.79,1974.4,20,8,2
601,13927,13547,8370,618,6121.33,17.54,1974.4,12,16,7
377,2020,1997,762,382,6121.33,16.03,1974.4,5,14,4
613,375977,370331,230522,622,6121.33,34.93,1974.4,4,13,5
527,1155056,1090941,608864,558,6121.33,27.82,1974.4,1,3,2
523,1412456,1316138,738831,561,6121.33,31.13,1974.4,19,8,4
489,2321430,2195301,1135106,517,6121.33,35.59,1974.4,23,1,2
491,509184,493920,250215,507,6121.33,35.25,1974.4,2,15,7
519,974313,833034,505270,607,6121.33,15.98,1974.4,22,12,3
277,12421,11626,3442,296,6443.81,14.02,1762.94,30,4,10
285,173165,160421,49408,308,6443.81,15.51,1762.94,7,1,2
277,325648,313289,90278,288,6443.81,16.17,1762.94,3,15,3
292,132634,127011,38782,305,6443.81,11.66,1762.94,12,0,9
286,465849,454631,133386,293,6443.81,19.69,1762.94,13,9,3
265,335284,326715,88877,272,6443.81,15.13,1762.94,18,9,4
330,73865,67192,24363,363,6443.81,19.72,1762.94,14,17,9
275,497395,436176,136883,314,6443.81,18.71,1762.94,7,5,0
302,576057,526103,173685,330,6443.81,22.91,1762.94,13,13,6
303,1717521,1652630,519581,314,6443.81,20.16,1762.94,28,11,0
363,2026407,1962511,736039,375,6443.81,31.43,1762.94,26,5,0
344,2651566,2617073,912138,349,6443.81,31.17,1762.94,21,10,6
308,2507772,2287127,771332,337,6443.81,32.41,1762.94,8,3,4
272,505943,334136,137700,412,6443.81,26.58,1762.94,19,16,6
311,1661902,1433154,516206,360,6443.81,27,1762.94,23,12,1
345,310303,275051,107058,389,6443.81,23.49,1762.94,15,14,10
329,655855,604178,215661,357,6443.81,21.58,1762.94,15,17,7
278,692237,621483,192605,310,6443.81,20.87,1762.94,18,9,6
305,2728042,2361760,830801,352,6443.81,25.12,1762.94,20,7,9
530,376555,351974,199636,567,6443.81,48.79,2222.85,15,16,8
521,866058,718339,451634,629,6443.81,30.04,2222.85,12,2,8
733,390346,386294,285936,740,6443.81,53.72,2222.85,20,5,2
703,904178,900654,635797,706,6443.81,52.95,2222.85,30,10,0
677,1065926,1052811,721493,685,6443.81,54.54,2222.85,10,16,9
661,351265,350015,232075,663,6443.81,53.95,2222.85,24,12,0
583,827714,822384,482372,587,6443.81,40.72,2222.85,26,12,1
778,101089,100945,78652,779,6443.81,55.12,2222.85,30,1,0
746,114365,113121,85279,754,6443.81,41.13,2222.85,29,12,4
735,302303,301986,222054,735,6443.81,61.78,2222.85,1,0,8
459,453990,419242,208536,497,6443.81,39.24,2222.85,2,17,2
363,740987,611245,268937,440,6443.81,29.63,2222.85,20,8,5
516,859957,809220,443738,548,6443.81,55.16,2222.85,17,17,8
305,730491,614781,223081,363,6443.81,20.75,2222.85,7,4,5
346,46711,45847,16163,353,6443.81,24.36,2222.85,20,15,7
375,29802,29589,11187,378,6443.81,30.47,2222.85,15,16,5
390,22935,22547,8934,396,6443.81,28.04,2222.85,14,16,9
378,123697,121515,46807,385,6443.81,17.74,2222.85,8,1,10
735,35211,34745,25864,744,6443.81,36.72,2222.85,29,8,1
611,19507,19302,11921,618,6443.81,55.31,2222.85,23,13,6
669,357334,354165,238977,675,6443.81,48.18,2222.85,15,2,5
417,363390,325436,151478,465,6443.81,37.34,2222.85,10,4,8
591,309509,273363,182880,669,6443.81,43.3,2222.85,10,11,5
562,2715,2644,1525,577,6443.81,43.09,2222.85,22,0,4
508,335733,332707,170521,513,6443.81,41.47,2222.85,16,13,6
418,56021,53906,23409,434,6443.81,32.13,2222.85,13,3,8
351,56622,56355,19849,352,6443.81,24.88,2087.93,8,16,3
279,3987,3953,1113,282,6443.81,12.54,2087.93,6,14,9
387,69458,68625,26846,391,6443.81,18,2087.93,12,13,10
320,8579,8556,2743,321,6443.81,24.94,2087.93,15,2,10
328,1232,1232,404,328,6443.81,27.6,2087.93,23,12,8
330,31439,31131,10370,333,6443.81,21.53,2087.93,15,16,5
329,60411,60150,19865,330,6443.81,27.06,2087.93,9,3,2
344,633490,594374,217921,367,6443.81,35.85,2087.93,25,7,1
442,411407,400014,181900,455,6443.81,34.68,2087.93,26,12,4
437,371048,370045,162179,438,6443.81,39.29,2087.93,14,17,3
374,77010,76944,28829,375,6443.81,31.83,2087.93,25,13,2
339,196859,193769,66724,344,6443.81,25.59,2087.93,27,13,0
341,63941,62487,21802,349,6443.81,24.94,2087.93,3,17,3
376,108288,108148,40757,377,6443.81,19.85,2087.93,6,4,0
548,268041,262254,146987,560,6730.4,21.62,2379.89,28,16,2
518,190608,185135,98739,533,6730.4,21.21,2379.89,10,1,10
521,34644,33534,18052,538,6730.4,22.69,2379.89,28,17,10
587,18997,18535,11148,601,6730.4,24.92,2379.89,5,4,10
569,180474,177824,102619,577,6730.4,16.36,2379.89,17,6,8
432,95715,92712,41351,446,6730.4,11.34,2379.89,28,13,5
439,185728,172408,81554,473,6730.4,19.32,2379.89,26,11,4
492,1092615,1010938,537258,531,6730.4,35.43,2379.89,18,3,0
470,761415,728872,358223,491,6730.4,26.79,2379.89,1,12,0
582,11423,11323,6645,587,6730.4,17.54,2379.89,23,12,4
397,3223,3114,1278,410,6730.4,16.03,2379.89,22,11,3
627,372595,362344,233727,645,6730.4,34.93,2379.89,19,7,0
557,1165244,1045815,649603,621,6730.4,27.82,2379.89,8,13,2
548,1412836,1277545,774766,606,6730.4,31.13,2379.89,14,8,3
546,2322246,2102971,1268784,603,6730.4,35.59,2379.89,14,14,2
499,515584,485589,257173,530,6730.4,35.25,2379.89,3,6,5
521,972211,880457,506579,575,6730.4,15.98,2379.89,12,16,6
279,13447,12563,3755,299,6472.17,14.02,2092.42,9,13,1
290,167402,160776,48609,302,6472.17,15.51,2092.42,16,3,7
299,325255,316784,97408,307,6472.17,16.17,2092.42,25,15,6
319,133940,131180,42687,325,6472.17,11.66,2092.42,27,11,0
317,478466,457143,151522,331,6472.17,19.69,2092.42,18,6,0
274,344746,311159,94525,304,6472.17,15.13,2092.42,9,2,1
338,69892,64565,23619,366,6472.17,19.72,2092.42,10,4,3
290,498689,456026,144808,318,6472.17,18.71,2092.42,12,12,8
314,575643,538566,180548,335,6472.17,22.91,2092.42,19,11,8
305,1723148,1650781,524770,318,6472.17,20.16,2092.42,15,3,2
367,2026950,1941577,744439,383,6472.17,31.43,2092.42,15,9,6
371,2657699,2506441,986851,394,6472.17,31.17,2092.42,25,17,6
333,2505078,2355961,833867,354,6472.17,32.41,2092.42,18,0,1
293,510228,446844,149707,335,6472.17,26.58,2092.42,4,17,0
320,1664437,1573059,532150,338,6472.17,27,2092.42,16,12,8
374,313035,285073,117186,411,6472.17,23.49,2092.42,19,4,7
332,660566,589074,219215,372,6472.17,21.58,2092.42,26,7,5
273,689186,575096,188269,327,6472.17,20.87,2092.42,26,8,1
306,2710967,2435010,828344,340,6472.17,25.12,2092.42,11,2,3
541,375866,358972,203454,567,6615.87,48.79,2664.54,25,3,8
535,868598,831695,464894,559,6615.87,30.04,2664.54,20,3,2
739,392352,370861,289787,781,6615.87,53.72,2664.54,26,0,2
723,897595,886051,649330,733,6615.87,52.95,2664.54,6,14,7
700,1068914,1019062,748390,734,6615.87,54.54,2664.54,0,13,4
664,355751,348925,236119,677,6615.87,53.95,2664.54,20,15,3
613,834332,797965,511553,641,6615.87,40.72,2664.54,20,16,1
781,102068,101048,79723,789,6615.87,55.12,2664.54,13,15,5
753,116068,115195,87371,758,6615.87,41.13,2664.54,9,17,4
752,307968,299895,231512,772,6615.87,61.78,2664.54,4,10,5
485,450450,417154,218304,523,6615.87,39.24,2664.54,17,3,5
371,743209,670086,275967,412,6615.87,29.63,2664.54,13,5,0
544,854560,809116,465162,575,6615.87,55.16,2664.54,25,14,6
312,759834,694491,236782,341,6615.87,20.75,2664.54,6,17,7
344,46192,44274,15890,359,6615.87,24.36,2664.54,5,4,2
378,36673,35626,13877,390,6615.87,30.47,2664.54,28,15,0
385,22725,21567,8760,406,6615.87,28.04,2664.54,1,2,0
363,125199,116512,45498,391,6615.87,17.74,2664.54,10,1,8
744,35905,34254,26700,779,6615.87,36.72,2664.54,21,15,6
631,19308,18910,12190,645,6615.87,55.31,2664.54,13,16,10
687,359355,344737,246873,716,6615.87,48.18,2664.54,3,12,1
494,365731,339648,180577,532,6615.87,37.34,2664.54,13,9,0
613,311993,300177,191292,637,6615.87,43.3,2664.54,18,6,3
579,2804,2745,1623,591,6615.87,43.09,2664.54,6,11,4
518,337800,332063,174989,527,6615.87,41.47,2664.54,9,14,8
434,55801,53647,24221,451,6615.87,32.13,2664.54,20,5,7
353,49859,48783,17606,361,6615.87,24.88,2429.37,18,6,7
284,3744,3640,1064,292,6615.87,12.54,2429.37,15,13,4
377,63789,61581,24056,391,6615.87,18,2429.37,10,4,8
308,8879,8697,2731,314,6615.87,24.94,2429.37,17,7,1
288,1314,1298,378,291,6615.87,27.6,2429.37,28,14,10
336,32321,31256,10857,347,6615.87,21.53,2429.37,19,5,1
338,60731,58550,20523,351,6615.87,27.06,2429.37,24,8,6
346,642156,579870,222201,383,6615.87,35.85,2429.37,15,10,7
